Date,Min_RTT,Connection_Loss_Rate,MeanThroughput,Test_Count
2022-11-17,94.13288776,0.038071694,38.58232378,980
2022-11-18,109.7862839,0.035171416,36.11699172,1152
2022-11-19,93.79021167,0.02369476,39.5909103,1063
2022-11-20,77.08384685,0.029050397,38.55544383,999
2022-11-21,87.75233507,0.027800291,38.62410483,961
2022-11-22,79.39514844,0.035739247,44.91399871,896
2022-11-23,92.86475073,0.044496693,41.11988376,686
2022-11-24,91.31844334,0.037161269,29.38977584,706
2022-11-25,98.05364882,0.037371101,37.61853578,804
2022-11-26,82.60810626,0.03532185,43.8444517,847
2022-11-27,89.46124923,0.034296241,40.07753069,971
2022-11-28,98.17708046,0.031789839,41.04775689,958
2022-11-29,94.1717678,0.032294374,39.97414974,969
2022-11-30,82.13105027,0.033400458,39.60834896,915
2022-12-01,91.45180038,0.030048073,37.3484134,1062
2022-12-02,95.07738095,0.029715241,39.5963113,1158
